episode,step,x,z,evaded
1,0,192.0453,-42.58266,False
1,1,138.2966,-40.64571,False
1,2,144.9928,-99.19306,False
1,3,147.5871,-158.4942,False
1,4,107.2503,-209.4031,False
1,5,46.27434,-214.8853,False
1,6,-13.82859,-219.7693,False
1,7,-64.05546,-224.6189,False
1,8,-102.3003,-273.4008,False
1,9,-131.3638,-319.4994,False
1,10,-169.0382,-379.2184,False
1,11,-200.5971,-430.8131,False
1,12,-263.2424,-449.8013,False
1,13,-327.7308,-466.9172,False
1,14,-381.3582,-481.5006,True
1,14,-338.8029,-504.4991,True
1,14,-358.574,-417.7904,False
1,15,-409.502,-429.1172,True
1,15,-406.5472,-479.2626,False
1,16,-437.8952,-517.5004,False
1,17,-484.5771,-576.0909,True
1,17,-516.4706,-542.684,True
1,17,-437.8601,-585.9887,False
1,18,-466.4131,-636.8221,True
1,18,-488.0012,-586.2724,True
1,18,-415.0219,-666.0445,True
1,18,-381.4519,-626.5502,True
1,18,-386.3354,-583.6068,False
1,19,-371.9155,-629.3297,True
1,19,-353.104,-551.0657,False
1,20,-397.6617,-585.413,True
1,20,-353.6396,-593.159,False
1,21,-381.4879,-632.4088,True
1,21,-385.9172,-573.333,True
1,21,-324.1182,-623.454,True
1,21,-296.1887,-588.8144,True
1,21,-286.0417,-533.252,False
1,22,-233.9004,-515.0477,False
1,23,-144.2225,-483.6356,False
1,24,-91.91271,-465.0964,False
1,25,-26.40255,-442.1393,False
1,26,28.13161,-423.4073,False
1,27,72.37836,-407.5507,False
1,28,119.688,-390.5818,False
1,29,178.8551,-368.9116,False
1,30,227.76,-351.5215,False
1,31,316.2268,-319.7652,False
2,0,-163.9676,-229.7806,False
2,1,-167.1384,-285.1783,False
2,2,-171.6337,-421.5398,False
2,3,-174.0531,-470.0208,False
2,4,-219.5612,-479.2651,False
2,5,-229.9976,-517.5485,False
2,6,-264.0086,-553.3835,False
2,7,-304.6589,-585.2304,True
2,7,-330.9626,-549.3688,False
2,8,-388.1268,-543.2479,False
2,9,-437.8121,-577.4241,True
2,9,-430.7643,-540.8267,False
2,10,-499.9161,-540.9687,True
2,10,-556.471,-569.8143,False
2,11,-569.2545,-618.8625,True
2,11,-589.9495,-580.3951,True
2,11,-600.1075,-550.1865,True
2,11,-509.3003,-534.4216,False
2,12,-489.3132,-566.3564,False
2,13,-510.4983,-609.1388,True
2,13,-477.5596,-667.3422,True
2,13,-422.6437,-602.9631,False
2,14,-427.6309,-655.502,True
2,14,-372.6361,-596.9428,False
2,15,-320.5842,-599.5349,False
2,16,-282.8435,-566.7862,False
2,17,-194.6002,-498.6954,False
2,18,-148.3326,-462.1935,False
2,19,-102.2378,-425.3972,False
2,20,-57.01094,-388.3783,False
2,21,-7.772641,-348.2809,False
2,22,31.87702,-316.8369,False
2,23,72.33308,-285.2557,False
2,24,115.5983,-253.5877,False
2,25,166.9216,-217.7032,False
2,26,214.7803,-185.3514,False
2,27,261.7518,-153.9416,False
2,28,318.3817,-115.3519,False
2,29,358.4702,-87.93619,False
2,30,399.6688,-59.14311,False
2,31,438.8475,-32.13491,False
2,32,479.1263,-5.105403,False
2,33,569.5691,53.23492,False
2,34,590.5641,107.3267,False
2,35,604.0945,182.5139,False
2,36,613.3953,240.7913,False
2,37,620.6157,284.1311,False
2,38,629.3692,335.6638,True
2,38,673.7517,292.479,True
2,38,604.6053,343.8608,True
2,38,644.5089,261.243,True
2,38,573.9416,325.6272,False
2,39,584.0897,379.4887,True
2,39,621.9688,325.6173,True
2,39,564.425,357.3368,False
2,40,628.4658,491.2297,True
2,40,590.6215,484.8633,True
2,40,660.8704,437.0912,True
2,40,559.8963,468.9692,True
2,40,559.8168,439.0107,True
2,41,538.7869,313.187,False
2,42,550.949,345.0681,False
2,43,574.5593,411.1684,False
2,44,591.6677,459.8951,False
2,45,645.0193,485.4103,True
2,45,605.837,510.6078,True
2,45,573.9181,503.3976,True
2,45,643.4216,435.5007,True
2,45,492.6347,459.8689,False
2,46,496.0256,498.7846,True
2,46,528.1069,438.9792,True
2,46,521.9137,476.825,False
2,47,564.265,452.1816,False
2,48,544.9348,418.5502,False
2,49,490.9358,342.4818,False
2,50,447.6103,291.8058,False
2,51,415.6252,255.2417,False
2,52,377.3224,212.152,False
2,53,341.7126,172.1267,False
2,54,301.1083,125.8347,False
2,55,255.3629,73.05325,False
2,56,223.5507,37.03426,False
2,57,191.1029,0.2258405,False
2,58,160.1171,-34.51356,False
2,59,114.0794,-85.74312,False
2,60,78.34875,-125.9314,False
2,61,46.33615,-162.1218,False
2,62,-3.476682,-218.8512,False
2,63,-41.59556,-261.345,False
2,64,-75.07031,-297.5218,False
2,65,-110.1792,-334.7189,False
2,66,-145.395,-371.0842,False
2,67,-178.4076,-404.9587,False
2,68,-239.5612,-416.3267,False
2,69,-276.1087,-453.4151,False
2,70,-333.5088,-466.6671,False
2,71,-382.3568,-474.5825,False
2,72,-468.9879,-486.9348,False
2,73,-535.6203,-495.4724,True
2,73,-462.0759,-536.3346,False
2,74,-490.948,-582.4802,False
2,75,-518.8606,-630.9314,True
2,75,-547.5772,-586.7753,True
2,75,-511.6837,-537.1369,False
2,76,-548.071,-565.1822,False
2,77,-616.9527,-612.1646,True
2,77,-631.3995,-571.3964,True
2,77,-563.253,-617.9196,True
2,77,-519.1342,-602.5978,True
2,77,-604.6414,-524.1155,True
2,78,-519.3726,-510.6937,False
2,79,-574.2659,-551.8863,False
2,80,-619.3365,-586.3886,True
2,80,-538.0972,-594.0111,True
2,80,-591.3105,-595.3315,True
2,80,-603.7527,-512.676,True
2,80,-553.6771,-502.8571,False
2,81,-593.2056,-492.8417,True
2,81,-642.6115,-425.0866,True
2,81,-602.8616,-407.6785,False
2,82,-654.5709,-415.8225,True
2,82,-652.1595,-388.1061,True
2,82,-553.6237,-374.6247,False
2,83,-514.9191,-341.099,False
2,84,-472.3156,-305.2148,False
2,85,-418.8766,-260.7658,False
2,86,-380.4134,-228.3819,False
2,87,-340.2246,-194.4414,False
2,88,-301.5581,-163.0042,False
2,89,-264.5494,-132.4817,False
2,90,-209.1578,-88.10189,False
2,91,-153.6717,-93.35045,False
2,92,-90.4004,-96.56558,False
2,93,-51.70148,-67.01646,False
2,94,-2.810712,-30.81861,False
2,95,36.08097,-1.328543,False
2,96,77.22613,30.59103,False
2,97,113.8351,39.83367,False
2,98,169.2211,56.28724,False
2,99,238.3214,76.14309,False
2,100,291.8899,92.10955,False
2,101,340.4632,106.4474,False
2,102,389.0537,120.1733,False
2,103,431.4082,132.3185,False
2,104,537.4088,164.5078,False
2,105,590.9401,181.3706,False
2,106,620.8065,233.789,True
2,106,630.361,188.745,True
2,106,584.0336,221.6699,False
2,107,607.6671,266.1843,False
2,108,630.5532,315.1131,True
2,108,661.3402,281.6881,True
2,108,587.0001,303.8667,False
2,109,604.7487,351.5895,False
2,110,621.5146,399.9597,False
2,111,675.8674,424.4063,True
2,111,637.5463,448.2426,True
2,111,592.6208,458.1956,True
2,111,660.2923,382.4303,True
2,111,558.0891,368.7619,False
2,112,583.678,321.5115,False
2,113,622.4081,333.3454,True
2,113,622.2903,226.46,True
2,113,640.5747,270.0936,True
2,113,531.059,259.677,False
2,114,513.6548,212.8487,False
2,115,495.9445,165.4841,False
2,116,481.4669,126.4445,False
2,117,456.7578,59.30195,False
2,118,437.4669,6.273529,False
2,119,419.8803,-43.90944,False
2,120,396.5154,-113.1848,False
2,121,380.9278,-160.4058,False
2,122,366.4685,-206.2415,False
2,123,351.7322,-254.9719,False
2,124,343.1675,-300.2559,False
2,125,354.4106,-357.939,False
3,0,-200.9812,-97.1292,False
3,1,-163.4337,-127.7389,False
3,2,-161.1899,-164.4376,False
3,3,-150.5643,-238.2287,False
3,4,-97.61107,-272.4058,False
3,5,-51.90152,-302.5309,False
3,6,-13.27064,-328.1842,False
3,7,44.35587,-367.1366,False
3,8,85.90239,-396.0333,False
3,9,132.3222,-428.0265,False
3,10,212.2568,-482.1524,False
3,11,276.8232,-527.2335,False
4,0,28.89782,254.9271,False
4,1,54.17968,212.4833,False
4,2,78.09669,164.3214,False
4,3,67.7015,113.4411,False
4,4,20.64895,80.91119,False
4,5,-22.33962,54.02188,False
4,6,-44.73311,2.317065,False
4,7,-62.25391,-52.32506,False
4,8,-107.7489,-80.04848,False
4,9,-154.7926,-111.7242,False
4,10,-200.1207,-140.8057,False
4,11,-245.5223,-168.7746,False
4,12,-287.6878,-194.6556,False
4,13,-345.1655,-230.0902,False
