red_rotation_t,red_position_t,green_rotation_t,green_position_t,blue_rotation_t,blue_position_t,action,red_rotation_t1,red_position_t1,green_rotation_t1,green_position_t1,blue_rotation_t1,blue_position_t1
44.988408772320554,847.0155100949703,314.8914708803983,848.6062285544708,135.09574759485938,848.45274278621,-90,134.91361163110184,846.3663847016503,44.992062281429924,851.8440493147452,225.28488105012144,845.2177660892736
134.91361163110184,846.3663847016503,44.992062281429924,851.8440493147452,225.28488105012144,845.2177660892736,0,148.12640613369234,757.9336973958841,46.398347550606786,788.9493479610688,239.03384377134108,918.4160983172037
148.12640613369234,757.9336973958841,46.398347550606786,788.9493479610688,239.03384377134108,918.4160983172037,-45,166.03799639768147,702.6832683790632,56.3113946965434,764.0657927560181,257.02461083082846,960.722611194242
166.03799639768147,702.6832683790632,56.3113946965434,764.0657927560181,257.02461083082846,960.722611194242,45,159.6482231165906,666.1113396243946,44.49060567598946,754.365628045317,250.61756612536632,986.9408476581591
159.6482231165906,666.1113396243946,44.49060567598946,754.365628045317,250.61756612536632,986.9408476581591,45,149.0738952667539,624.898820580462,24.699954106331234,730.6900957060062,237.8696119898994,1037.6695697392558
149.0738952667539,624.898820580462,24.699954106331234,730.6900957060062,237.8696119898994,1037.6695697392558,45,139.29653415313047,603.0633778328357,3.907483237922065,693.4604341151337,223.25610585815411,1102.8553838482856
139.29653415313047,603.0633778328357,3.907483237922065,693.4604341151337,223.25610585815411,1102.8553838482856,45,130.08711808153618,607.2531335535078,344.54157545394173,649.0433577277826,208.22041913266864,1167.3874284960218
130.08711808153618,607.2531335535078,344.54157545394173,649.0433577277826,208.22041913266864,1167.3874284960218,90,75.68424775937285,606.8740501496535,289.69317320570997,647.9231503388686,153.621105497378,1169.8019459485627
75.68424775937285,606.8740501496535,289.69317320570997,647.9231503388686,153.621105497378,1169.8019459485627,-90,160.7278139460524,604.0504170774547,15.022091215963542,651.6838147226359,239.01458877920186,1166.7381653016441
160.7278139460524,604.0504170774547,15.022091215963542,651.6838147226359,239.01458877920186,1166.7381653016441,45,159.04197136512067,590.1202470948901,2.2099452515225266,634.7960381345603,232.87008848521475,1222.0805480946558
159.04197136512067,590.1202470948901,2.2099452515225266,634.7960381345603,232.87008848521475,1222.0805480946558,-90,244.37997348230166,592.5516617831402,87.3774661319635,632.0004745899807,317.97938481824207,1224.1305289396066
