red_sin_t,red_cos_t,red_dist_t,green_sin_t,green_cos_t,green_dist_t,blue_sin_t,blue_cos_t,blue_dist_t,action,red_sin_t1,red_cos_t1,red_dist_t1,green_sin_t1,green_cos_t1,green_dist_t1,blue_sin_t1,blue_cos_t1,blue_dist_t1
0.6410818187239863,0.7674725413339203,394.31907340255555,-0.22077340123649788,-0.9753251279991039,835.4912875961365,-0.759824767658075,0.6501279277598774,1138.043870704926,-90,0.9021811120254392,-0.4313574400709254,404.76718999111085,-0.995864406464716,-0.09085198917293458,834.2015572350006,0.4136144434228518,0.9104521361345717,1121.7784799564038
0.9021811120254392,-0.4313574400709254,404.76718999111085,-0.995864406464716,-0.09085198917293458,834.2015572350006,0.4136144434228518,0.9104521361345717,1121.7784799564038,45,0.9014290460622696,0.4329268701700863,392.8666758057369,-0.5042153197471211,-0.8635779706154555,854.204744167726,-0.5015525304333968,0.8651271925074697,1103.799648921239
0.9014290460622696,0.4329268701700863,392.8666758057369,-0.5042153197471211,-0.8635779706154555,854.204744167726,-0.5015525304333968,0.8651271925074697,1103.799648921239,45,0.580912181168659,0.8139662387162451,340.05487110279716,0.05804082870493851,-0.9983142101579262,916.0343854685477,-0.9207214368047398,0.39022049639686457,1079.3072386307524
0.580912181168659,0.8139662387162451,340.05487110279716,0.05804082870493851,-0.9983142101579262,916.0343854685477,-0.9207214368047398,0.39022049639686457,1079.3072386307524,-45,0.8874552103023677,0.46089396796571375,306.69986937129596,-0.23190744055058526,-0.9727378572962383,976.7400114013811,-0.7880314510419381,0.6156349828987446,1039.6611803238447
0.8874552103023677,0.46089396796571375,306.69986937129596,-0.23190744055058526,-0.9727378572962383,976.7400114013811,-0.7880314510419381,0.6156349828987446,1039.6611803238447,45,0.39051054148383163,0.9205984558916035,287.68238656476694,0.4507524518301006,-0.8926489943808557,993.9540610810944,-0.9976867989476715,-0.06797831422996886,1042.159774477791
0.6714544871682897,-0.7410457959273293,309.79087636496007,-0.8509060107558313,-0.5253179616761615,1104.2935058574644,-0.15340362858988374,0.9881636133431837,929.0882773337365,-90,-0.3227262034695019,-0.9464923653121359,340.7457820517372,-0.861675571185013,0.5074595649142714,1083.7605676467706,0.8355591514079539,0.5494004955389283,912.5749547221038
-0.3227262034695019,-0.9464923653121359,340.7457820517372,-0.861675571185013,0.5074595649142714,1083.7605676467706,0.8355591514079539,0.5494004955389283,912.5749547221038,45,-0.1099075905953278,-0.9939418099313108,379.4631344569983,-0.9575711483547522,0.28819697402741945,1071.7368102346443,0.7276552224749133,0.6859430568239497,885.4876342512807
-0.1099075905953278,-0.9939418099313108,379.4631344569983,-0.9575711483547522,0.28819697402741945,1071.7368102346443,0.7276552224749133,0.6859430568239497,885.4876342512807,-90,-0.9987867293031963,-0.04924499332748141,375.03967654413583,0.2681479326152641,0.9633777484632702,1027.7674245578762,0.688063270406365,-0.7256506982823744,921.4449733881726
-0.9987867293031963,-0.04924499332748141,375.03967654413583,0.2681479326152641,0.9633777484632702,1027.7674245578762,0.688063270406365,-0.7256506982823744,921.4449733881726,0,-0.9947670370385662,-0.10216918332604955,376.721171921688,0.27516579026111243,0.9613967900247938,1007.7959919418463,0.6755082236110235,-0.7373524529245695,936.5264552451522
-0.9947670370385662,-0.10216918332604955,376.721171921688,0.27516579026111243,0.9613967900247938,1007.7959919418463,0.6755082236110235,-0.7373524529245695,936.5264552451522,90,-0.2939396750709053,-0.9558239730301865,459.59822645268116,-0.7866954533806958,0.6173412861862889,955.782386193871,0.9808598912443003,0.1947148524078719,911.6947130253909
-0.2939396750709053,-0.9558239730301865,459.59822645268116,-0.7866954533806958,0.6173412861862889,955.782386193871,0.9808598912443003,0.1947148524078719,911.6947130253909,-90,-0.9856104420914298,0.16903270819677566,451.20412379636997,0.5427918879904549,0.8398672313715766,948.6627437244756,0.2979973389101012,-0.9545667006566373,925.4143079350189
-0.9856104420914298,0.16903270819677566,451.20412379636997,0.5427918879904549,0.8398672313715766,948.6627437244756,0.2979973389101012,-0.9545667006566373,925.4143079350189,45,-0.7846439969512096,-0.6199466090305118,462.2837874812505,-0.24330952953575755,0.9699486959819515,933.7926430252115,0.8912586369756484,-0.45349536052346706,930.8117640898239
-0.7846439969512096,-0.6199466090305118,462.2837874812505,-0.24330952953575755,0.9699486959819515,933.7926430252115,0.8912586369756484,-0.45349536052346706,930.8117640898239,0,-0.7502456605130327,-0.661159170609743,483.438397046511,-0.2521910631354283,0.9676774605593655,901.8745609778003,0.8768524996196001,-0.48075949695337195,946.1749329478668
-0.7502456605130327,-0.661159170609743,483.438397046511,-0.2521910631354283,0.9676774605593655,901.8745609778003,0.8768524996196001,-0.48075949695337195,946.1749329478668,45,0.1525470687935465,-0.9882962065102229,497.94845241194395,-0.958863744663433,0.2838667278319504,899.770249152221,0.8790518997630818,0.4767260822767271,936.8001821410209
0.1525470687935465,-0.9882962065102229,497.94845241194395,-0.958863744663433,0.2838667278319504,899.770249152221,0.8790518997630818,0.4767260822767271,936.8001821410209,0,0.14300180015300276,-0.9897224283368548,534.2487844486873,-0.9696228354093916,0.24460489989501802,890.183039427791,0.8947173052691304,0.44663289584618115,919.7314845567156
0.14300180015300276,-0.9897224283368548,534.2487844486873,-0.9696228354093916,0.24460489989501802,890.183039427791,0.8947173052691304,0.44663289584618115,919.7314845567156,-45,-0.5656993365872679,-0.8246115816460045,575.326043991405,-0.5252928845928737,0.8509214919110328,845.7688909476394,0.925452764914074,-0.37886300942807244,938.6128791438991
-0.5656993365872679,-0.8246115816460045,575.326043991405,-0.5252928845928737,0.8509214919110328,845.7688909476394,0.925452764914074,-0.37886300942807244,938.6128791438991,90,0.878912019822955,-0.4769839215432041,595.3781929832919,-0.7071751912636949,-0.707038364490327,886.279816243183,0.20418072671423143,0.9789332106116578,884.6919422488542
0.878912019822955,-0.4769839215432041,595.3781929832919,-0.7071751912636949,-0.707038364490327,886.279816243183,0.20418072671423143,0.9789332106116578,884.6919422488542,-90,0.44083048162105193,-0.8975903778861221,614.3757623588759,-0.9790501505764352,-0.2036192590504633,889.1972882178903,0.7359254431496368,0.6770625836102676,871.3323461079877
0.44083048162105193,-0.8975903778861221,614.3757623588759,-0.9790501505764352,-0.2036192590504633,889.1972882178903,0.7359254431496368,0.6770625836102676,871.3323461079877,45,0.8563813567375338,-0.5163438503869112,642.9436606020469,-0.6199671357713238,-0.7846277783532145,935.5707085562053,0.18281810600430953,0.9831467541099839,812.338593634674
0.8563813567375338,-0.5163438503869112,642.9436606020469,-0.6199671357713238,-0.7846277783532145,935.5707085562053,0.18281810600430953,0.9831467541099839,812.338593634674,90,0.934918153477697,0.3548634192162577,615.5684671327543,0.299590673013369,-0.9540678323072195,994.7208943860428,-0.7665416831992924,0.6421945561260978,772.2578129926359
0.934918153477697,0.3548634192162577,615.5684671327543,0.299590673013369,-0.9540678323072195,994.7208943860428,-0.7665416831992924,0.6421945561260978,772.2578129926359,-45,0.8541724345865787,-0.5199898575861235,624.398610014352,-0.5440182670358636,-0.8390733729128197,1007.1921088788648,0.017070003778338318,0.9998542968708028,756.7042963984378
0.8541724345865787,-0.5199898575861235,624.398610014352,-0.5440182670358636,-0.8390733729128197,1007.1921088788648,0.017070003778338318,0.9998542968708028,756.7042963984378,45,0.9885826149344806,-0.15067983756728828,626.7856242740991,-0.14906893891757236,-0.9888268055883138,1024.3202130177224,-0.4033434225278026,0.915048678215295,740.8127663564338
0.9885826149344806,-0.15067983756728828,626.7856242740991,-0.14906893891757236,-0.9888268055883138,1024.3202130177224,-0.4033434225278026,0.915048678215295,740.8127663564338,0,0.9818056312400517,-0.1898886580744715,630.7785934812655,-0.14829123441631897,-0.9889437343930565,1047.8052653018135,-0.41317693008796214,0.9106507697482539,719.1611015580609
0.9818056312400517,-0.1898886580744715,630.7785934812655,-0.14829123441631897,-0.9889437343930565,1047.8052653018135,-0.41317693008796214,0.9106507697482539,719.1611015580609,0,0.9576248993883054,-0.288018318986029,648.0932754668679,-0.1268400164105607,-0.9919231876697755,1121.965424469655,-0.4685131005783661,0.883456549348323,652.2987862209875
0.9576248993883054,-0.288018318986029,648.0932754668679,-0.1268400164105607,-0.9919231876697755,1121.965424469655,-0.4685131005783661,0.883456549348323,652.2987862209875,-90,-0.01888794799398343,-0.9998216067982211,707.6816051676844,-0.9811101355491855,-0.19344999850777722,1130.6456095049016,0.7744769172303342,0.6326021693587511,613.9179931332119
-0.01888794799398343,-0.9998216067982211,707.6816051676844,-0.9811101355491855,-0.19344999850777722,1130.6456095049016,0.7744769172303342,0.6326021693587511,613.9179931332119,0,-0.03976447963741752,-0.9992090803025988,731.4289577917519,-0.981354594378632,-0.19220603552425353,1135.2349890204796,0.8067889119047941,0.5908397850750052,599.3718314171332
-0.03976447963741752,-0.9992090803025988,731.4289577917519,-0.981354594378632,-0.19220603552425353,1135.2349890204796,0.8067889119047941,0.5908397850750052,599.3718314171332,0,-0.04902037125163254,-0.9987977789334296,785.9916657921062,-0.974217489595509,-0.22561091056556679,1146.4733484449823,0.857010563240781,0.515298839988719,569.2581301085211
-0.04902037125163254,-0.9987977789334296,785.9916657921062,-0.974217489595509,-0.22561091056556679,1146.4733484449823,0.857010563240781,0.515298839988719,569.2581301085211,90,0.4980733181650882,-0.8671349201433528,802.7752821526333,-0.6804489730843231,-0.7327954660261553,1161.1925566568364,0.44446807049914505,0.8957946942836662,551.3079662359687
0.4980733181650882,-0.8671349201433528,802.7752821526333,-0.6804489730843231,-0.7327954660261553,1161.1925566568364,0.44446807049914505,0.8957946942836662,551.3079662359687,-90,-0.4528362381404038,-0.8915937087187457,885.5354714922773,-0.9896522329250029,0.1434867863831219,1141.6067410763876,0.9940064564166055,-0.10932138218163469,555.6712258800612
