red_rotation_t,red_position_t,green_rotation_t,green_position_t,blue_rotation_t,blue_position_t,action,red_rotation_t1,red_position_t1,green_rotation_t1,green_position_t1,blue_rotation_t1,blue_position_t1
44.6203276176966,847.4324479605754,-45.70385207811523,844.841193276259,134.4452042865924,852.2165172398697,0,46.32665790163532,891.7187280586206,-43.379167493166165,807.6092730835154,130.91259363644747,891.5495761260191
46.32665790163532,891.7187280586206,-43.379167493166165,807.6092730835154,130.91259363644747,891.5495761260191,90,-42.75714753034322,923.3791847143008,-128.07031635509207,845.5548939978094,41.84966339109189,858.0879994287571
-42.75714753034322,923.3791847143008,-128.07031635509207,845.5548939978094,41.84966339109189,858.0879994287571,90,-59.3866542168295,925.5919608895724,-144.32114010438215,849.8124817060549,25.300346542607656,854.2279684389897
-59.3866542168295,925.5919608895724,-144.32114010438215,849.8124817060549,25.300346542607656,854.2279684389897,0,-59.92332964995343,929.0436261985336,-144.29518928068762,856.0831334514894,24.86466746888607,848.594717977976
-59.92332964995343,929.0436261985336,-144.29518928068762,856.0831334514894,24.86466746888607,848.594717977976,-45,-52.369114778837215,933.2780652257636,-136.1754654925387,861.6969275978327,32.42164145974488,843.7953798353867
-52.369114778837215,933.2780652257636,-136.1754654925387,861.6969275978327,32.42164145974488,843.7953798353867,45,-60.94393519417257,936.874689291918,-144.178474339729,868.2917524863564,23.94623277675865,837.9153080328753
-60.94393519417257,936.874689291918,-144.178474339729,868.2917524863564,23.94623277675865,837.9153080328753,45,-70.02583555395151,939.3395473208858,-152.77270988484076,874.7068589882022,15.035068129461308,831.9944862563733
-70.02583555395151,939.3395473208858,-152.77270988484076,874.7068589882022,15.035068129461308,831.9944862563733,0,-70.33019856446757,941.981363809132,-152.5734202757076,881.3490260752051,14.898476964030522,825.8893399019705
-70.33019856446757,941.981363809132,-152.5734202757076,881.3490260752051,14.898476964030522,825.8893399019705,0,-70.7170947981798,944.65229726048,-152.46465924413647,887.9312466173843,14.67143198016089,819.8574038938126
-70.7170947981798,944.65229726048,-152.46465924413647,887.9312466173843,14.67143198016089,819.8574038938126,0,-71.0053574908244,946.6499887758142,-152.3979392366133,892.6293392272344,14.488659982527452,815.576920498152
-71.0053574908244,946.6499887758142,-152.3979392366133,892.6293392272344,14.488659982527452,815.576920498152,90,-88.06550926585365,947.2090849662636,-169.12120721185073,898.5870612481721,-2.283127997723085,809.6946650698806
-88.06550926585365,947.2090849662636,-169.12120721185073,898.5870612481721,-2.283127997723085,809.6946650698806,90,-102.91653754773677,946.446440449006,176.21413821347704,903.046820845184,-16.82287212654029,805.0151704400322
-102.91653754773677,946.446440449006,176.21413821347704,903.046820845184,-16.82287212654029,805.0151704400322,-90,-87.64225002085789,947.3055956278944,-168.18929973275783,908.4565655593668,-1.3118043176149854,799.7424907480657
-87.64225002085789,947.3055956278944,-168.18929973275783,908.4565655593668,-1.3118043176149854,799.7424907480657,0,-87.97385488566206,948.3773090879432,-168.12222165136512,915.1994582564438,-1.3473433547528373,793.1634386385246
-87.97385488566206,948.3773090879432,-168.12222165136512,915.1994582564438,-1.3473433547528373,793.1634386385246,0,-88.27613108609748,949.276372793148,-168.12784144682968,920.1534915128648,-1.4405900173950386,788.3507036486462
-88.27613108609748,949.276372793148,-168.12784144682968,920.1534915128648,-1.4405900173950386,788.3507036486462,45,-97.2956358670642,949.024740247836,-176.89908582020811,925.371232318399,-10.139355299069166,782.9965246426528
-97.2956358670642,949.024740247836,-176.89908582020811,925.371232318399,-10.139355299069166,782.9965246426528,-90,-81.5186674407412,950.849635220678,-160.73217085346343,931.3115594683104,5.827591377232977,777.3885442938405
-81.5186674407412,950.849635220678,-160.73217085346343,931.3115594683104,5.827591377232977,777.3885442938405,-45,-73.6554341621522,953.6781430875548,-152.4239320662269,937.4172564034262,13.803969259241851,771.852628811308
-73.6554341621522,953.6781430875548,-152.4239320662269,937.4172564034262,13.803969259241851,771.852628811308,45,-82.26406316320268,955.806534197681,-160.58009138379012,944.496827953902,5.422968759582034,765.1566969026559
-82.26406316320268,955.806534197681,-160.58009138379012,944.496827953902,5.422968759582034,765.1566969026559,0,-82.63043920978228,957.8569036228134,-160.534228788745,950.9224354372355,5.2520942786336775,759.1057421847655
-82.63043920978228,957.8569036228134,-160.534228788745,950.9224354372355,5.2520942786336775,759.1057421847655,-90,-67.9252667953846,959.6406389266274,-145.6141987532743,953.5841105426964,19.955681303527623,756.8358315245821
-67.9252667953846,959.6406389266274,-145.6141987532743,953.5841105426964,19.955681303527623,756.8358315245821,-90,-53.84159289554023,964.2103245887728,-131.0833580853256,958.3460738395012,33.91170348911436,753.1504166125028
-53.84159289554023,964.2103245887728,-131.0833580853256,958.3460738395012,33.91170348911436,753.1504166125028,45,-62.90128461176829,969.2283539526914,-139.57936718850837,965.2704531403846,24.803493871128467,747.4084305825319
-62.90128461176829,969.2283539526914,-139.57936718850837,965.2704531403846,24.803493871128467,747.4084305825319,-45,-54.98222990875351,973.915513998468,-131.20924641593078,970.2759959964484,32.586915959458736,743.5856832987708
-54.98222990875351,973.915513998468,-131.20924641593078,970.2759959964484,32.586915959458736,743.5856832987708,-90,-39.00884635963212,980.8469185012074,-114.6874757531558,975.2925575094451,48.21506414969787,740.4671211696804
-39.00884635963212,980.8469185012074,-114.6874757531558,975.2925575094451,48.21506414969787,740.4671211696804,90,-55.4474257997834,984.3764295892888,-130.78815496599466,979.2274068524412,31.67489994727825,737.4930475136401
-55.4474257997834,984.3764295892888,-130.78815496599466,979.2274068524412,31.67489994727825,737.4930475136401,-90,-40.316418544224746,989.551779583634,-115.25987324539426,982.9134682550324,46.53550077243597,735.327848294308
-40.316418544224746,989.551779583634,-115.25987324539426,982.9134682550324,46.53550077243597,735.327848294308,45,-49.21962715601512,995.3352069962788,-123.66538741634042,988.3864437993496,37.39924146703021,731.5723438500974
-49.21962715601512,995.3352069962788,-123.66538741634042,988.3864437993496,37.39924146703021,731.5723438500974,-45,-40.96353080741858,1000.768627387523,-115.0041132426283,992.2308424772468,45.35940887714122,729.4500432264755
-40.96353080741858,1000.768627387523,-115.0041132426283,992.2308424772468,45.35940887714122,729.4500432264755,45,-49.339567668937775,1006.9278259187058,-122.86706985300908,997.9924670103334,36.71761119972342,725.6595114854979
-49.339567668937775,1006.9278259187058,-122.86706985300908,997.9924670103334,36.71761119972342,725.6595114854979,90,-64.54427756834394,1009.9572231422812,-137.75521884707217,1002.42192023981,21.4645882092056,722.1600325255253
-64.54427756834394,1009.9572231422812,-137.75521884707217,1002.42192023981,21.4645882092056,722.1600325255253,45,-73.39262130708258,1013.038457788085,-146.2409528382018,1007.9742164151132,12.62021424385307,717.52137038395
-73.39262130708258,1013.038457788085,-146.2409528382018,1007.9742164151132,12.62021424385307,717.52137038395,0,-73.59384715796934,1017.403980094559,-145.94736947139793,1015.5337183531868,12.40298577838385,711.2874374767559
-73.59384715796934,1017.403980094559,-145.94736947139793,1015.5337183531868,12.40298577838385,711.2874374767559,-90,-59.07102623334964,1020.7185718839688,-131.14587827192724,1019.0086055519104,26.789625446614025,708.9432720527424
-59.07102623334964,1020.7185718839688,-131.14587827192724,1019.0086055519104,26.789625446614025,708.9432720527424,-45,-51.24055933107866,1026.292353011785,-122.88100663682305,1024.132577086808,34.34795807063273,705.8030276574807
-51.24055933107866,1026.292353011785,-122.88100663682305,1024.132577086808,34.34795807063273,705.8030276574807,-90,-37.12452595970183,1029.3614117197312,-108.57120981842807,1025.877864045052,48.25577523579079,705.2315619267463
-37.12452595970183,1029.3614117197312,-108.57120981842807,1025.877864045052,48.25577523579079,705.2315619267463,45,-45.38307201225564,1035.837995794168,-116.35919788461246,1031.2166235718266,39.63906157895576,702.3495095256199
-45.38307201225564,1035.837995794168,-116.35919788461246,1031.2166235718266,39.63906157895576,702.3495095256199,90,-60.69296955207771,1039.9694904165387,-131.31035142961412,1036.2150715933617,24.17759360535288,698.8744529579224
-60.69296955207771,1039.9694904165387,-131.31035142961412,1036.2150715933617,24.17759360535288,698.8744529579224,0,-60.78838934659996,1046.0246302895234,-130.89927433245202,1043.2214376499048,23.83639325866767,694.1723180683124
-60.78838934659996,1046.0246302895234,-130.89927433245202,1043.2214376499048,23.83639325866767,694.1723180683124,90,-75.62233930259777,1048.5910732205857,-145.45447291641943,1047.9332758329126,8.982462696050732,690.3515907404714
-75.62233930259777,1048.5910732205857,-145.45447291641943,1047.9332758329126,8.982462696050732,690.3515907404714,-90,-60.082770107395405,1052.1911750267338,-129.63641549871693,1051.664294689203,24.34743178708468,688.061587944087
-60.082770107395405,1052.1911750267338,-129.63641549871693,1051.664294689203,24.34743178708468,688.061587944087,90,-76.15716802848529,1054.607785468835,-145.45653031633913,1055.996570246078,8.244381094689743,684.5940557523709
-76.15716802848529,1054.607785468835,-145.45653031633913,1055.996570246078,8.244381094689743,684.5940557523709,90,-91.26715615625449,1056.624054520623,-160.25690554494804,1062.2566235103457,-6.760530926365476,678.8858465100009
-91.26715615625449,1056.624054520623,-160.25690554494804,1062.2566235103457,-6.760530926365476,678.8858465100009,45,-99.5323427885188,1057.6685712590663,-168.27714890120217,1067.7931628499944,-14.858194491097464,673.4769533021861
-99.5323427885188,1057.6685712590663,-168.27714890120217,1067.7931628499944,-14.858194491097464,673.4769533021861,45,-102.959528467252,1058.8084096751322,-171.40083801438976,1074.844178659764,-18.051932511874952,666.4832243941196
-102.959528467252,1058.8084096751322,-171.40083801438976,1074.844178659764,-18.051932511874952,666.4832243941196,0,-103.54841171272888,1060.0740163595417,-171.6708206467162,1082.2332910055254,-18.40274705104258,659.1713890640659
-103.54841171272888,1060.0740163595417,-171.6708206467162,1082.2332910055254,-18.40274705104258,659.1713890640659,90,-113.19386600211794,1060.0693987040554,178.9488419365266,1089.409246366478,-27.6844946426055,651.4548104579301
-113.19386600211794,1060.0693987040554,178.9488419365266,1089.409246366478,-27.6844946426055,651.4548104579301,-45,-105.34972610793818,1061.376412347871,-172.8781324743672,1097.1040792415452,-19.587736304852,643.795781819389
-105.34972610793818,1061.376412347871,-172.8781324743672,1097.1040792415452,-19.587736304852,643.795781819389,90,-121.04411729375768,1060.7341909894633,171.57028490052608,1101.5744622739178,-34.98165558978275,638.6562016719722
