red_rotation_t,red_position_t,green_rotation_t,green_position_t,blue_rotation_t,blue_position_t,action,red_rotation_t1,red_position_t1,green_rotation_t1,green_position_t1,blue_rotation_t1,blue_position_t1
45.007155350750566,847.0892404091018,-45.09697178881879,848.4265262336326,135.09734823962458,848.6321886523449,-90,138.1652681255904,803.2494795500617,42.18509420599082,811.7432914397538,-131.57166774959126,887.8297620588335
138.1652681255904,803.2494795500617,42.18509420599082,811.7432914397538,-131.57166774959126,887.8297620588335,90,53.27819595357511,845.4621173184713,-42.31328582468189,773.1806721721855,138.56231018213424,923.9247544148996
53.27819595357511,845.4621173184713,-42.31328582468189,773.1806721721855,138.56231018213424,923.9247544148996,-45,99.45578233373573,851.0648499939476,0.0134543072499582,717.8067225202203,-178.93958590963518,979.3187034337805
99.45578233373573,851.0648499939476,0.0134543072499582,717.8067225202203,-178.93958590963518,979.3187034337805,90,5.313333068553675,914.6151744756112,-87.72642185846769,729.8507500722682,84.28524614860265,971.2539510246804
5.313333068553675,914.6151744756112,-87.72642185846769,729.8507500722682,84.28524614860265,971.2539510246804,0,5.436387876233255,978.447909125112,-82.0066770392105,739.7433547327772,81.2246363482779,975.295282707398
5.436387876233255,978.447909125112,-82.0066770392105,739.7433547327772,81.2246363482779,975.295282707398,-90,97.79811918095628,985.9529420404516,7.675251410808016,681.9187663631366,170.6839594329275,1033.1634274974226
97.79811918095628,985.9529420404516,7.675251410808016,681.9187663631366,170.6839594329275,1033.1634274974226,45,55.28397518552566,1029.8977265942333,-32.53837828296537,656.2580949930981,124.86535424095324,1072.337681536917
55.28397518552566,1029.8977265942333,-32.53837828296537,656.2580949930981,124.86535424095324,1072.337681536917,0,56.92137017719927,1082.901072687644,-27.69889868330245,628.4378196990137,122.8594979271116,1121.4267756871377
56.92137017719927,1082.901072687644,-27.69889868330245,628.4378196990137,122.8594979271116,1121.4267756871377,-90,145.05675265990465,1054.88427959549,55.1596384370464,573.9281168732684,-149.47422557622616,1158.4158576857
145.05675265990465,1054.88427959549,55.1596384370464,573.9281168732684,-149.47422557622616,1158.4158576857,45,104.94201519686816,1076.363291441045,14.646782299386132,524.9938810708178,167.87614498781463,1211.7774775765556
104.94201519686816,1076.363291441045,14.646782299386132,524.9938810708178,167.87614498781463,1211.7774775765556,45,61.31414916156535,1134.0632861398522,-23.573035914421556,506.1748482197826,121.26704365147395,1258.0138699435392
61.31414916156535,1134.0632861398522,-23.573035914421556,506.1748482197826,121.26704365147395,1258.0138699435392,-45,107.51003588859044,1156.1643133037794,23.395993675367777,461.1143885818355,165.3402573460429,1309.9958776107655
107.51003588859044,1156.1643133037794,23.395993675367777,461.1143885818355,165.3402573460429,1309.9958776107655,-90,-164.54134648174295,1100.4526225864383,102.73148953964244,429.0400151004216,-105.48174538847056,1306.824018204965
-164.54134648174295,1100.4526225864383,102.73148953964244,429.0400151004216,-105.48174538847056,1306.824018204965,0,-162.91247644483943,1042.2433254337589,93.50707410394637,398.40445455745095,-102.88324015174194,1311.114529479107
-162.91247644483943,1042.2433254337589,93.50707410394637,398.40445455745095,-102.88324015174194,1311.114529479107,0,-160.7849416201964,991.3975844809388,84.67331406045315,379.858355857338,-100.12169460188268,1318.2302873605354
-160.7849416201964,991.3975844809388,84.67331406045315,379.858355857338,-100.12169460188268,1318.2302873605354,0,-158.24926625327933,938.2154075137436,74.45416367188795,371.14987659459086,-97.18288425580924,1328.9942328302934
-158.24926625327933,938.2154075137436,74.45416367188795,371.14987659459086,-97.18288425580924,1328.9942328302934,0,-155.1486289447798,889.6342775216904,65.06985944135386,374.2601605054164,-94.0153361982058,1342.1880448512195
-155.1486289447798,889.6342775216904,65.06985944135386,374.2601605054164,-94.0153361982058,1342.1880448512195,0,-152.76992552810154,844.6309038817428,55.46321118388698,387.3806445759649,-91.91782368871267,1357.8794658555264
-152.76992552810154,844.6309038817428,55.46321118388698,387.3806445759649,-91.91782368871267,1357.8794658555264,90,118.96501689389686,895.1642342678576,-36.873175738790906,325.95160118085016,176.39662764607198,1415.0826853270305
118.96501689389686,895.1642342678576,-36.873175738790906,325.95160118085016,176.39662764607198,1415.0826853270305,-90,-151.64541914785408,855.3266808047672,40.02888095517528,349.8202551261147,-94.86720210197116,1431.9547377261963
-28.963027179292084,793.6527352949588,-175.4743272594989,455.33989968063423,36.22811994853231,1292.7039971475178,-90,58.919995527011,856.3952097828782,-82.1314372205278,406.4368528308672,121.78481483323844,1317.4986737522963
58.919995527011,856.3952097828782,-82.1314372205278,406.4368528308672,121.78481483323844,1317.4986737522963,0,59.17062155323856,920.4429221797568,-74.2998873931898,363.6413246467046,119.88491746864554,1342.1610831009853
59.17062155323856,920.4429221797568,-74.2998873931898,363.6413246467046,119.88491746864554,1342.1610831009853,45,18.788427847658117,965.3649665622324,-102.58086374393122,369.6008639947965,79.48529444966346,1327.6433853507876
18.788427847658117,965.3649665622324,-102.58086374393122,369.6008639947965,79.48529444966346,1327.6433853507876,45,-22.30138905833394,978.6680545400978,-134.56721275488505,416.3998570812675,40.13036500233952,1282.0019504576817
-22.30138905833394,978.6680545400978,-134.56721275488505,416.3998570812675,40.13036500233952,1282.0019504576817,0,-25.753173363173172,995.5501932083032,-130.38221806014113,464.1755133536128,38.09385714567705,1239.7024591397285
-25.753173363173172,995.5501932083032,-130.38221806014113,464.1755133536128,38.09385714567705,1239.7024591397285,-45,20.239178788595268,1049.9926771533076,-76.08038015512386,476.769107719418,82.64889131590968,1243.9294120148338
20.239178788595268,1049.9926771533076,-76.08038015512386,476.769107719418,82.64889131590968,1243.9294120148338,45,-26.60051485134537,1074.5465974810818,-116.69123143402462,532.4826289731619,36.648481848913065,1204.2827866237108
-26.60051485134537,1074.5465974810818,-116.69123143402462,532.4826289731619,36.648481848913065,1204.2827866237108,90,-121.09009263404484,1014.5361911597338,143.8041207426694,556.9118450642794,-54.46095162916481,1159.2036245513125
-121.09009263404484,1014.5361911597338,143.8041207426694,556.9118450642794,-54.46095162916481,1159.2036245513125,0,-122.9818131269594,960.1376011021388,138.2066192688527,587.6100518627724,-52.84869200432253,1116.6059524515215
-122.9818131269594,960.1376011021388,138.2066192688527,587.6100518627724,-52.84869200432253,1116.6059524515215,-90,-42.487881723749126,984.092769758046,-135.5270872892757,636.5067316926526,28.612279250663505,1075.8425811846555
-42.487881723749126,984.092769758046,-135.5270872892757,636.5067316926526,28.612279250663505,1075.8425811846555,-45,-0.4529847833106828,1037.4514169940635,-87.47885204462176,659.2967181952224,68.84958836073349,1072.4604396540649
-0.4529847833106828,1037.4514169940635,-87.47885204462176,659.2967181952224,68.84958836073349,1072.4604396540649,45,-45.3045907051829,1061.8284894632543,-127.81499762327816,714.3186271096508,24.642215785712125,1031.23902808021
-45.3045907051829,1061.8284894632543,-127.81499762327816,714.3186271096508,24.642215785712125,1031.23902808021,-90,40.087965509143714,1108.8046885842582,-39.56388735100438,699.3955657755017,106.91767428388287,1069.4341183197937
40.087965509143714,1108.8046885842582,-39.56388735100438,699.3955657755017,106.91767428388287,1069.4341183197937,45,1.7490016628212288,1169.2662840514822,-72.54641410848444,732.4084946391334,66.19874945950983,1076.2712200089536
1.7490016628212288,1169.2662840514822,-72.54641410848444,732.4084946391334,66.19874945950983,1076.2712200089536,-45,46.70413205421801,1224.4291293169442,-24.146138107976583,721.1954885603833,107.90117554166476,1127.3195699178873
46.70413205421801,1224.4291293169442,-24.146138107976583,721.1954885603833,107.90117554166476,1127.3195699178873,90,-46.65437196439723,1240.0960232738917,-115.4437653122932,770.3160305613015,14.847138725640662,1093.952424440716
-46.65437196439723,1240.0960232738917,-115.4437653122932,770.3160305613015,14.847138725640662,1093.952424440716,45,-91.99832920831314,1223.15617551865,-160.60484390907064,824.2699980645965,-28.28631820620106,1028.895558212499
-91.99832920831314,1223.15617551865,-160.60484390907064,824.2699980645965,-28.28631820620106,1028.895558212499,0,-94.0048664669082,1214.5080963449564,-162.24422487497046,859.7654541137658,-28.915789093581765,987.6550390128376
-94.0048664669082,1214.5080963449564,-162.24422487497046,859.7654541137658,-28.915789093581765,987.6550390128376,0,-97.1073846816562,1204.1366265440354,-164.53586543555707,913.4960839460944,-30.01190015214948,926.5583496924788
-97.1073846816562,1204.1366265440354,-164.53586543555707,913.4960839460944,-30.01190015214948,926.5583496924788,0,-101.44474466015814,1196.215841805123,-167.81112661217287,968.4568860747185,-32.3726055753711,865.0403575472881
-101.44474466015814,1196.215841805123,-167.81112661217287,968.4568860747185,-32.3726055753711,865.0403575472881,90,175.13532569452843,1136.4326786586391,105.27082840391364,940.3556950022952,-112.19136428555504,851.3558792439565
175.13532569452843,1136.4326786586391,105.27082840391364,940.3556950022952,-112.19136428555504,851.3558792439565,-45,-147.50020824903152,1092.2782816868648,141.33467499593831,961.9594610194392,-70.59448204457806,802.5857241720724
-147.50020824903152,1092.2782816868648,141.33467499593831,961.9594610194392,-70.59448204457806,802.5857241720724,-90,-69.91488636531037,1126.9051004554783,-137.7383428213106,1017.8321125964594,6.1441099983006495,765.253517099119
-69.91488636531037,1126.9051004554783,-137.7383428213106,1017.8321125964594,6.1441099983006495,765.253517099119,-45,-27.02023426248303,1190.2659743535182,-91.29010554780068,1055.5104024611646,44.869515253526174,770.1893077054043
-27.02023426248303,1190.2659743535182,-91.29010554780068,1055.5104024611646,44.869515253526174,770.1893077054043,-90,69.38324030614655,1196.3323821439003,3.941892558281268,1003.210869441764,139.3698038709448,829.4626022709523
69.38324030614655,1196.3323821439003,3.941892558281268,1003.210869441764,139.3698038709448,829.4626022709523,-45,113.21366565228492,1165.35894875195,44.66115916300265,939.4436009874408,-176.28234436530295,871.8400538150618
113.21366565228492,1165.35894875195,44.66115916300265,939.4436009874408,-176.28234436530295,871.8400538150618,90,29.554427687979512,1221.4473537865847,-36.494399465176514,936.24229666911,96.0553354875147,917.460646606845
29.554427687979512,1221.4473537865847,-36.494399465176514,936.24229666911,96.0553354875147,917.460646606845,45,-8.341598222293214,1279.5986204643586,-71.07529127101424,968.6837200522624,55.058307766321605,934.7595570489184
-8.341598222293214,1279.5986204643586,-71.07529127101424,968.6837200522624,55.058307766321605,934.7595570489184,45,-50.28480020000336,1322.700204678067,-110.09766029276533,1029.5138228578576,11.451902993768869,914.0002579077316
-50.28480020000336,1322.700204678067,-110.09766029276533,1029.5138228578576,11.451902993768869,914.0002579077316,45,-97.61101761979748,1324.2290091967025,-156.4071246367646,1082.4223523182068,-35.168790375662155,861.1432800632425
-97.61101761979748,1324.2290091967025,-156.4071246367646,1082.4223523182068,-35.168790375662155,861.1432800632425,0,-100.98880408333277,1329.127413045085,-158.49717552210512,1141.973309717841,-38.06799419876381,803.8003732942153
-100.98880408333277,1329.127413045085,-158.49717552210512,1141.973309717841,-38.06799419876381,803.8003732942153,-90,-12.612094064202154,1388.2525640051704,-67.81113455482904,1167.1679833969615,46.62445035014616,840.3693839419246
-12.612094064202154,1388.2525640051704,-67.81113455482904,1167.1679833969615,46.62445035014616,840.3693839419246,45,-61.398256804578864,1429.524258425442,-114.47924653890858,1224.5041467577028,-4.39091984123246,827.41027636041
-61.398256804578864,1429.524258425442,-114.47924653890858,1224.5041467577028,-4.39091984123246,827.41027636041,-90,29.62359133099733,1455.7672786161563,-22.87575757770469,1212.0222974390736,85.08034373688889,871.5858933515905
-159.20114416671976,1317.9640162087962,143.84896440406385,1187.414244491458,-94.90447012761712,743.9984596900856,45,159.5163086995047,1248.381018336714,99.68436356713244,1151.8815455347003,-131.14823351782408,715.5536366642342
159.5163086995047,1248.381018336714,99.68436356713244,1151.8815455347003,-131.14823351782408,715.5536366642342,90,75.59771220721922,1251.2007512697912,14.65909162307122,1101.6045206779472,143.6689341895285,771.9520969451991
75.59771220721922,1251.2007512697912,14.65909162307122,1101.6045206779472,143.6689341895285,771.9520969451991,-45,112.70983141395538,1215.8095070992372,49.09351542481835,1043.9792514953972,-177.75367227190142,802.5294745695575
112.70983141395538,1215.8095070992372,49.09351542481835,1043.9792514953972,-177.75367227190142,802.5294745695575,0,114.7641726293392,1186.6712430375735,48.63807802244503,992.5999390753256,-174.80309533674549,833.0506341467726
114.7641726293392,1186.6712430375735,48.63807802244503,992.5999390753256,-174.80309533674549,833.0506341467726,45,76.16330140821833,1197.9321613365132,9.187436384462046,942.3296785968116,144.4262050374383,892.857717200434
